Date of Interview,Client name,Industry,Location,position,skillset,Interview Type,Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,necessary_permission,unscheduled_meetings,followup_3hours_call,alternative_number,resume_printout_JD,venue_details,shared_call_letter,Expected Attendance,Observed Attendance,Marital Status
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Female,Chennai,Chennai,Chennai,Hyderabad,,,,,,,,No,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,,,,,,,,No,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,,,,,,,,No,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,No,,,,,,,No,No,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,,,,,,,,No,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Male,Chennai,Chennai,Chennai,Kolkata,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Female,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,L & L,Scheduled ,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Banking operations,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Married
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Banking operations,Scheduled ,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,L & L,Scheduled ,Female,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
22.03.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Lending&Liablities,Scheduled ,Male,Bangalore,Bangalore,Bangalore,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.03.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Lending&Liablities,Scheduled ,Male,Bangalore,Bangalore,Bangalore,Ambur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Coimbatore,No,,,,,,,No,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Cochin,,,,,,,,No,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Allahabad,No,,,,,,,No,No,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chandigarh,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,No,,,,,,,No,No,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Cuttack,,,,,,,,No,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,,,,,,,,No,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,No,,,,,,,No,No,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Cochin,No,,,,,,,No,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Cuttack,,,,,,,,No,No,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,,,,,,,,No,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Tirupati,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Bangalore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Ahmedabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Mysore,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Male,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk-In,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
